DAUID,characteristic,value
35020065,Total_households,215.0
35020065,Median_income_2020,105000.0
35020066,Population_2021,901.0
35020066,Total_households,400.0
35020066,Median_income_2020,78500.0
35020067,Population_2021,463.0
35020067,Total_households,215.0
35020067,Median_income_2020,59600.0
35020068,Population_2021,382.0
35020068,Total_households,185.0
35020068,Median_income_2020,62000.0
35020069,Population_2021,551.0
35020069,Total_households,285.0
35020069,Median_income_2020,62400.0
35020070,Population_2021,523.0
35020070,Total_households,210.0
35020070,Median_income_2020,95000.0
35020071,Population_2021,447.0
35020071,Total_households,210.0
35020071,Median_income_2020,70500.0
35020072,Population_2021,509.0
35020072,Total_households,190.0
35020072,Median_income_2020,105000.0
35020073,Population_2021,1432.0
35020073,Total_households,545.0
35020073,Median_income_2020,113000.0
35020075,Population_2021,958.0
35020075,Total_households,370.0
35020075,Median_income_2020,107000.0
35020076,Population_2021,855.0
35020076,Total_households,345.0
35020076,Median_income_2020,97000.0
35020077,Population_2021,708.0
35020077,Total_households,305.0
35020077,Median_income_2020,65000.0
35020078,Population_2021,753.0
35020078,Total_households,305.0
35020078,Median_income_2020,101000.0
35020091,Population_2021,3599.0
35020091,Total_households,1250.0
35020091,Median_income_2020,129000.0
35020110,Population_2021,1203.0
35020110,Total_households,465.0
35020110,Median_income_2020,113000.0
35020111,Population_2021,816.0
35020111,Total_households,275.0
35020111,Median_income_2020,116000.0
35020112,Population_2021,631.0
35020112,Total_households,225.0
35020112,Median_income_2020,127000.0
35020113,Population_2021,584.0
35020113,Total_households,215.0
35020113,Median_income_2020,127000.0
35020114,Population_2021,516.0
35020114,Total_households,165.0
35020114,Median_income_2020,100000.0
35020115,Population_2021,463.0
35020115,Total_households,160.0
35020115,Median_income_2020,109000.0
35020116,Population_2021,944.0
35020116,Total_households,335.0
35020116,Median_income_2020,130000.0
35020117,Population_2021,653.0
35020117,Total_households,235.0
35020117,Median_income_2020,121000.0
35020118,Population_2021,529.0
35020118,Total_households,180.0
35020118,Median_income_2020,137000.0
35020119,Population_2021,621.0
35020119,Total_households,250.0
35020119,Median_income_2020,93000.0
35020120,Population_2021,639.0
35020120,Total_households,250.0
35020120,Median_income_2020,111000.0
35020121,Population_2021,986.0
35020121,Total_households,330.0
35020121,Median_income_2020,115000.0
35020122,Population_2021,951.0
35020122,Total_households,330.0
35020122,Median_income_2020,137000.0
35020123,Population_2021,577.0
35020123,Total_households,235.0
35020123,Median_income_2020,80000.0
35020124,Population_2021,623.0
35020124,Total_households,235.0
35020124,Median_income_2020,109000.0
35020125,Population_2021,434.0
35020125,Total_households,180.0
35020125,Median_income_2020,102000.0
35020126,Population_2021,508.0
35020126,Total_households,190.0
35020126,Median_income_2020,102000.0
35020143,Population_2021,558.0
35020143,Total_households,230.0
35020143,Median_income_2020,108000.0
35020131,Population_2021,610.0
35020131,Total_households,265.0
35020131,Median_income_2020,72000.0
35020132,Population_2021,975.0
35020132,Total_households,375.0
35020132,Median_income_2020,101000.0
35020133,Population_2021,673.0
35020133,Total_households,255.0
35020133,Median_income_2020,118000.0
35020134,Population_2021,527.0
35020134,Total_households,245.0
35020134,Median_income_2020,75000.0
35020135,Population_2021,1175.0
35020135,Total_households,435.0
35020135,Median_income_2020,117000.0
35020144,Population_2021,839.0
35020144,Total_households,295.0
35020144,Median_income_2020,130000.0
35020145,Population_2021,441.0
35020145,Total_households,165.0
35020145,Median_income_2020,119000.0
35020146,Population_2021,833.0
35020146,Total_households,305.0
35020146,Median_income_2020,124000.0
35020147,Population_2021,457.0
35020147,Total_households,175.0
35020147,Median_income_2020,118000.0
35020148,Population_2021,511.0
35020148,Total_households,220.0
35020148,Median_income_2020,74000.0
35020150,Population_2021,874.0
35020150,Total_households,345.0
35020150,Median_income_2020,87000.0
35020151,Population_2021,1213.0
35020151,Total_households,490.0
35020151,Median_income_2020,108000.0
35020152,Population_2021,649.0
35020152,Total_households,315.0
35020152,Median_income_2020,91000.0
35020153,Population_2021,836.0
35020153,Total_households,310.0
35020153,Median_income_2020,126000.0
35020154,Population_2021,548.0
35020154,Total_households,190.0
35020154,Median_income_2020,131000.0
35020155,Population_2021,852.0
35020155,Total_households,355.0
35020155,Median_income_2020,108000.0
35020156,Population_2021,434.0
35020156,Total_households,145.0
35020156,Median_income_2020,148000.0
35020157,Population_2021,559.0
35020157,Total_households,230.0
35020157,Median_income_2020,115000.0
35020158,Population_2021,515.0
35020158,Total_households,220.0
35020158,Median_income_2020,91000.0
35020159,Population_2021,500.0
35020159,Total_households,170.0
35020159,Median_income_2020,140000.0
35020160,Population_2021,1168.0
35020160,Total_households,390.0
35020160,Median_income_2020,143000.0
35020161,Population_2021,2352.0
35020161,Total_households,845.0
35020161,Median_income_2020,138000.0
35020162,Population_2021,562.0
35020162,Total_households,205.0
35020162,Median_income_2020,120000.0
35020163,Population_2021,526.0
35020163,Total_households,195.0
35020163,Median_income_2020,118000.0
35020164,Population_2021,456.0
35020164,Total_households,160.0
35020164,Median_income_2020,124000.0
35020165,Population_2021,521.0
35020165,Total_households,190.0
35020165,Median_income_2020,118000.0
35020166,Population_2021,556.0
35020166,Total_households,205.0
35020166,Median_income_2020,118000.0
35020207,Population_2021,2505.0
35020207,Total_households,820.0
35020207,Median_income_2020,148000.0
35020208,Population_2021,891.0
35020208,Total_households,290.0
35020208,Median_income_2020,145000.0
35060001,Population_2021,529.0
35060001,Total_households,190.0
35060001,Median_income_2020,164000.0
35060002,Population_2021,621.0
35060002,Total_households,215.0
35060002,Median_income_2020,146000.0
35060003,Population_2021,894.0
35060003,Total_households,295.0
35060003,Median_income_2020,162000.0
35060005,Population_2021,874.0
35060005,Total_households,305.0
35060005,Median_income_2020,148000.0
35060006,Population_2021,2360.0
35060006,Total_households,895.0
35060006,Median_income_2020,137000.0
35060007,Population_2021,827.0
35060007,Total_households,285.0
35060007,Median_income_2020,143000.0
35060010,Population_2021,291.0
35060010,Total_households,105.0
35060010,Median_income_2020,144000.0
35060011,Population_2021,549.0
35060011,Total_households,185.0
35060011,Median_income_2020,162000.0
35060012,Population_2021,552.0
35060012,Total_households,190.0
35060012,Median_income_2020,135000.0
35060014,Population_2021,628.0
35060014,Total_households,345.0
35060014,Median_income_2020,71000.0
35060015,Population_2021,510.0
35060015,Total_households,205.0
35060015,Median_income_2020,108000.0
35060016,Population_2021,380.0
35060016,Total_households,150.0
35060016,Median_income_2020,118000.0
35060017,Population_2021,455.0
35060017,Total_households,190.0
35060017,Median_income_2020,98000.0
35060018,Population_2021,409.0
35060018,Total_households,155.0
35060018,Median_income_2020,117000.0
35060019,Population_2021,563.0
35060019,Total_households,210.0
35060019,Median_income_2020,113000.0
35060020,Population_2021,430.0
35060020,Total_households,165.0
35060020,Median_income_2020,135000.0
35060021,Population_2021,596.0
35060021,Total_households,195.0
35060021,Median_income_2020,129000.0
35060022,Population_2021,565.0
35060022,Total_households,200.0
35060022,Median_income_2020,143000.0
35060023,Population_2021,467.0
35060023,Total_households,170.0
35060023,Median_income_2020,115000.0
35060024,Population_2021,266.0
35060024,Total_households,90.0
35060024,Median_income_2020,157000.0
35060025,Population_2021,806.0
35060025,Total_households,285.0
35060025,Median_income_2020,139000.0
35060026,Population_2021,286.0
35060026,Total_households,90.0
35060026,Median_income_2020,174000.0
35060027,Population_2021,727.0
35060027,Total_households,260.0
35060027,Median_income_2020,134000.0
35060028,Population_2021,325.0
35060028,Total_households,105.0
35060028,Median_income_2020,182000.0
35060029,Population_2021,1617.0
35060029,Total_households,570.0
35060029,Median_income_2020,130000.0
35060030,Population_2021,295.0
35060030,Total_households,110.0
35060030,Median_income_2020,127000.0
35060031,Population_2021,638.0
35060031,Total_households,220.0
35060031,Median_income_2020,135000.0
35060032,Population_2021,747.0
35060032,Total_households,285.0
35060032,Median_income_2020,95000.0
35060033,Population_2021,398.0
35060033,Total_households,125.0
35060033,Median_income_2020,145000.0
35060034,Population_2021,397.0
35060034,Total_households,135.0
35060034,Median_income_2020,133000.0
35060035,Population_2021,419.0
35060035,Total_households,155.0
35060035,Median_income_2020,128000.0
35060036,Population_2021,542.0
35060036,Total_households,175.0
35060036,Median_income_2020,149000.0
35060037,Population_2021,518.0
35060037,Total_households,175.0
35060037,Median_income_2020,134000.0
35060038,Population_2021,384.0
35060038,Total_households,150.0
35060038,Median_income_2020,124000.0
35060039,Population_2021,737.0
35060039,Total_households,255.0
35060039,Median_income_2020,124000.0
35060043,Population_2021,769.0
35060043,Total_households,275.0
35060043,Median_income_2020,148000.0
35060044,Population_2021,337.0
35060044,Total_households,120.0
35060044,Median_income_2020,158000.0
35060045,Population_2021,658.0
35060045,Total_households,285.0
35060045,Median_income_2020,109000.0
35060047,Population_2021,194.0
35060047,Total_households,75.0
35060047,Median_income_2020,
35060048,Population_2021,333.0
35060048,Total_households,130.0
35060048,Median_income_2020,103000.0
35060049,Population_2021,438.0
35060049,Total_households,165.0
35060049,Median_income_2020,110000.0
35060050,Population_2021,270.0
35060050,Total_households,110.0
35060050,Median_income_2020,106000.0
35060051,Population_2021,686.0
35060051,Total_households,255.0
35060051,Median_income_2020,109000.0
35060052,Population_2021,789.0
35060052,Total_households,490.0
35060052,Median_income_2020,62400.0
35060053,Population_2021,733.0
35060053,Total_households,265.0
35060053,Median_income_2020,121000.0
35060054,Population_2021,591.0
35060054,Total_households,240.0
35060054,Median_income_2020,104000.0
35060055,Population_2021,334.0
35060055,Total_households,140.0
35060055,Median_income_2020,103000.0
35060056,Population_2021,306.0
35060056,Total_households,130.0
35060056,Median_income_2020,104000.0
35060057,Population_2021,627.0
35060057,Total_households,245.0
35060057,Median_income_2020,129000.0
35060058,Population_2021,330.0
35060058,Total_households,135.0
35060058,Median_income_2020,117000.0
35060059,Population_2021,455.0
35060059,Total_households,180.0
35060059,Median_income_2020,116000.0
35060061,Population_2021,442.0
35060061,Total_households,170.0
35060061,Median_income_2020,116000.0
35060062,Population_2021,532.0
35060062,Total_households,210.0
35060062,Median_income_2020,101000.0
35060064,Population_2021,393.0
35060064,Total_households,180.0
35060064,Median_income_2020,85000.0
35060065,Population_2021,303.0
35060065,Total_households,120.0
35060065,Median_income_2020,133000.0
35060066,Population_2021,300.0
35060066,Total_households,100.0
35060066,Median_income_2020,149000.0
35060067,Population_2021,251.0
35060067,Total_households,85.0
35060067,Median_income_2020,153000.0
35060069,Population_2021,713.0
35060069,Total_households,260.0
35060069,Median_income_2020,122000.0
35060070,Population_2021,614.0
35060070,Total_households,240.0
35060070,Median_income_2020,130000.0
35060071,Population_2021,622.0
35060071,Total_households,240.0
35060071,Median_income_2020,108000.0
35060072,Population_2021,299.0
35060072,Total_households,115.0
35060072,Median_income_2020,137000.0
35060073,Population_2021,309.0
35060073,Total_households,120.0
35060073,Median_income_2020,146000.0
35060074,Population_2021,470.0
35060074,Total_households,180.0
35060074,Median_income_2020,111000.0
35060075,Population_2021,648.0
35060075,Total_households,260.0
35060075,Median_income_2020,103000.0
35060076,Population_2021,401.0
35060076,Total_households,145.0
35060076,Median_income_2020,95000.0
35060078,Population_2021,474.0
35060078,Total_households,165.0
35060078,Median_income_2020,142000.0
35060079,Population_2021,632.0
35060079,Total_households,170.0
35060079,Median_income_2020,96000.0
35060080,Population_2021,408.0
35060080,Total_households,140.0
35060080,Median_income_2020,140000.0
35060081,Population_2021,498.0
35060081,Total_households,225.0
35060081,Median_income_2020,88000.0
35060082,Population_2021,531.0
35060082,Total_households,250.0
35060082,Median_income_2020,94000.0
35060083,Population_2021,1048.0
35060083,Total_households,415.0
35060083,Median_income_2020,108000.0
35060089,Population_2021,997.0
35060089,Total_households,190.0
35060089,Median_income_2020,102000.0
35060090,Population_2021,513.0
35060090,Total_households,195.0
35060090,Median_income_2020,126000.0
35060091,Population_2021,323.0
